TimestampCollected,TAIR,DWPT,TAIRx,TAIRn,PRCP,RELH,PRES,SM02,WDIR,WSPD,WSMX,SRAD
2015-03-01,1.97305077670139,-1.46770452083333,5.22972,-0.902334,1.15,79.2520138888889,,,202.141666666667,6.68499305555556,10.4591041666667,51.9318252743056
2015-03-02,0.813476630555556,0.920467526022305,5.87148,-3.21857,5.44,99.135687732342,,,191.31115625,3.20786111111111,5.25614583333333,174.927429270833
2015-03-03,3.77210563586806,1.44625737222222,8.63374,-1.27571,2.47,86.7235069444445,,,201.638888888889,6.71769791666667,10.1474513888889,53.3814952638889
2015-03-04,7.66611909722222,7.67061368055556,10.6662,4.8931,18.03,100.0,,,192.357256944444,5.75984027777778,9.78257986111111,25.2986942708333
2015-03-05,-5.09171035684028,-5.70897390547619,4.88262,-11.7861,15.55,98.197619047619,,,16.5341111111111,2.49072222222222,3.95461111111111,40.1566071423611
2015-03-06,-11.8513165277778,-12.9841472222222,-0.279532,-20.8369,0.34,91.3835416666666,,,33.2684027777778,0.674263888888889,1.09773958333333,262.621295253472
2015-03-07,-2.88847675243056,-11.2278327083333,3.33667,-7.9025,0.0,54.6693055555556,,,250.329166666667,3.45739930555556,5.23844791666667,242.059678729167
2015-03-08,4.08930871527778,-7.43733482638889,9.02086,1.22984,0.0,43.1167361111111,,,242.336458333333,4.38477777777778,6.93311805555556,217.636582770833
2015-03-09,5.02383694444444,-1.59187796770833,7.21814,2.50747,0.0,65.1918402777778,,,221.317013888889,3.75794791666667,5.87537152777778,114.683410322917
2015-03-10,7.24030416666667,6.58543576388889,11.0725,4.65332,6.7,95.7498958333333,,,197.849305555556,6.28783680555556,9.68657638888889,17.1847793645833
2015-03-11,10.6812179861111,10.6875446875,11.8266,7.79542,6.38,100.0,,,267.985888888889,4.35907986111111,7.07534027777778,45.9002737222222
2015-03-12,7.51244753472222,2.29459758958333,14.359,3.29578,0.0,74.5201736111111,,,70.05503125,1.90181944444444,3.88369791666667,201.788604920139
2015-03-13,5.62893871527778,1.60159668986111,11.7236,2.61955,3.77,78.0273958333333,,,171.202777777778,7.54014236111111,12.0727708333333,43.5930676736111
2015-03-14,8.11799496527778,8.12275979166667,9.8335,6.47416,3.5,100.0,,,227.733333333333,6.52151041666666,10.2391527777778,35.3786690069444
2015-03-15,6.43021649305556,2.23621429340278,12.8932,1.547,0.3,79.2197916666667,,,299.875371527778,4.87092013888889,7.86435069444444,259.61708659375
2015-03-16,11.2530438541667,-6.86531770833333,17.5858,7.00713,0.0,30.1111458333333,,,298.902083333333,4.44951041666667,6.90796180555555,234.765620864583
2015-03-17,10.9434265972222,3.82686508333333,14.5312,7.01734,0.0,68.9121875,,,266.092177083333,5.69173611111111,9.14441666666667,57.216807
2015-03-18,0.906781451736111,-5.01057917291667,6.73916,-5.05162,0.0,69.0530555555555,,,58.9229340277778,2.87619444444444,4.78856944444444,141.063870440972
2015-03-19,3.65086479166667,-3.41076707986111,7.99649,2.26117,3.09,70.6936701388889,,,137.582444444444,3.64327083333333,5.72151041666667,35.19337696875
2015-03-20,4.52651059027778,4.52913083333333,6.17644,2.44919,1.35,100.0,,,247.364236111111,4.79888541666667,7.6496875,27.3275315486111
2015-03-21,5.72711756293706,1.86034687463986,13.1952,0.565462,0.0,81.3205555555556,,,308.719392361111,2.39405555555556,3.85070138888889,239.315997878472
2015-03-22,8.54930333333333,1.05077451368056,13.7198,5.00834,0.0,61.0136458333333,,,164.789128472222,2.81978472222222,4.47864583333333,167.943502489583
2015-03-23,8.80064727915195,-2.90875274558304,15.1011,4.66395,0.0,45.4104240282686,,,143.909459363958,1.86283745583039,3.07088339222615,252.740562558304
2015-03-24,10.7305439236111,0.300971150347222,14.6678,7.88154,0.0,48.8791666666667,,,258.568684027778,3.20878472222222,5.13038888888889,146.394273541667
2015-03-25,11.7841330555556,6.17412614583333,17.7198,8.21289,0.0,69.8706944444445,,,178.923194444444,6.20129861111111,10.1686354166667,197.842770361111
2015-03-26,11.0468611805556,9.69947756944445,14.7989,4.24592,16.96,92.1596875,,,222.059711805556,4.85911111111111,8.21414236111111,66.0828397048611
2015-03-27,-1.45609024409722,-1.60324331409722,4.08686,-4.15162,20.99,98.9534722222222,,,102.173559027778,4.21401388888889,7.11359722222222,127.038976774306
2015-03-28,-7.59299409722222,-9.89329090277778,-3.28211,-11.0935,2.08,85.3590625,,,266.618982638889,3.70655208333333,6.84552083333333,235.172178351916
2015-03-29,-3.70338869090278,-15.5935347222222,5.25493,-9.52215,0.0,44.4289930555556,,,126.344086805556,3.89232638888889,6.26323611111111,279.054132020833
2015-03-30,4.75801708333333,-2.07431753472222,8.65192,1.99058,2.93,66.4757638888889,,,274.638194444444,6.65994097222222,10.9046944444444,236.840658864583
2015-03-31,8.84556364583333,-3.02528398177083,16.3456,4.00597,0.0,43.5860069444444,,,280.978472222222,5.04806597222222,8.27700694444444,262.356520166667
2015-04-01,7.94752668055555,-4.76241244618056,14.7293,0.354772,0.0,49.0221180555556,,,90.6777743055556,3.01347916666667,5.29050347222222,284.837208305555
2015-04-02,11.2805075,0.939279205208333,15.8301,8.50184,0.24,53.7676388888889,,,187.03125,6.50282638888889,10.3890972222222,127.35834628125
2015-04-03,10.7774580208333,10.4919086458333,12.0842,9.72575,17.15,98.128125,,,213.801736111111,8.23342013888889,13.4000555555556,32.4719445694444
2015-04-04,4.41859753215278,0.472324608715278,12.3066,-0.475952,12.57,81.491875,,,229.273909722222,5.28523263888889,9.08132291666667,272.271810295139
2015-04-05,5.14197589236111,-10.5332860763889,12.0396,0.92479,0.0,32.3509027777778,,,175.302454861111,3.25679513888889,5.14151041666667,259.814178427083
2015-04-06,9.02081076388889,-2.03287271875,11.2937,7.40499,0.0,47.3258333333333,,,193.952083333333,5.09910069444445,7.77474652777778,113.146987791667
2015-04-07,11.0690622569444,11.0518928472222,13.563,7.68494,28.5,99.8447916666667,,,219.605951388889,5.11898611111111,7.94940277777778,69.9715215277778
