TimestampCollected,TAIR,DWPT,TAIRx,TAIRn,PRCP,RELH,PRES,SM02,WDIR,WSPD,WSMX,SRAD
2015-03-31,4.447995333590014,-0.7030896370300546,9.663780258064515,0.4704554193548386,3.5816129032258064,74.88435612374218,,,197.5007280798409,4.353005845349368,7.035356677527009,144.91964900371227
2015-04-30,9.856908851243269,4.0424770141743265,14.716606666666667,5.990795633333334,6.022666666666666,72.18986921296296,,,193.25753449074074,4.465420717592593,7.40349513888889,185.7203480105978
2015-05-31,15.233282810259862,10.166177966358648,19.839256129032258,11.87902,2.0306451612903227,74.17514448924732,,,198.14850078405016,2.9486291442652335,5.100365143369176,243.87405633870577
2015-06-30,18.27294427777778,15.370074851851857,22.41875,15.338703333333333,3.7516666666666665,84.21674074074075,,,237.602378125,2.990601967592593,5.135111805555556,230.08457470697783
2015-07-31,18.927134833959194,17.04312994225813,22.73171935483871,16.31835806451613,5.594838709677419,89.6649553396872,,,234.59814006964803,2.733347953323558,4.690156126995764,204.97228924422134
2015-08-31,19.383428125000002,13.80744618055555,21.5164,17.8717,0.0,70.3494965277778,,,312.8875364583335,2.5270399305555546,4.655413194444446,200.667310623264
2015-09-30,,,,,0.0,,,,,,,
2015-10-31,9.175646629258791,3.4128505373122553,13.114760625,5.64455504375,1.3216129032258064,70.28431640625,,,200.05595659722223,3.4756244574652775,5.897734049479165,145.04963035633685
2015-11-30,7.705993818846058,2.023671878724536,11.782760766666666,4.70161112,3.6816666666666666,72.63646643518518,,,204.07744155092593,4.06610138888889,6.671388194444444,95.62809915324075
2015-12-31,7.1022556167641095,3.715303773597668,10.198196161290323,4.461026967741935,7.240967741935484,83.73620822132617,,,212.82725784050186,5.089872647849462,8.1917517921147,60.077381074932774
2016-01-31,-3.160073175608994,-7.72951551342757,1.329012677419355,-6.832599419354838,3.096774193548387,76.31103970753068,,,218.1698884923123,4.548752967200502,7.280797356076723,92.13587897827105
2016-02-29,-0.8530660574010985,-3.672028568972463,3.0386079310344827,-3.9115523448275864,6.2941379310344825,84.19094348659004,,,240.29411422413793,4.656548012452108,7.608935225095788,100.26752229897038
2016-03-31,7.1060869799516135,1.1705658988735432,12.251471774193547,3.6117774193548384,2.6212903225806454,70.98522849462367,,,208.66310080645158,4.740481966845878,7.69912085573477,161.78665449663978
2016-04-30,9.834309029100043,1.2587527357331532,15.254855300000001,5.7697783,2.7693333333333334,60.58366171690307,,,197.71719525955476,4.359606528270291,7.178587669917259,205.21336659785518
2016-05-31,12.291002628718777,9.149132951583876,16.805794193548387,8.911136351612903,5.6,82.78608198924731,,,214.81045777329751,3.3189534050179215,5.736950828853046,194.5577111288683
2016-06-30,18.345094979166664,13.837145060710649,22.681503333333335,15.145172333333333,3.044,77.17280960648148,,,223.30408530092598,2.6987592592592597,4.706710069444444,244.38795785279237
2016-07-31,20.068101736111103,17.217894973118284,24.27586451612903,17.304890322580643,5.394516129032258,84.54879032258066,,,228.18312163978496,2.394439404121863,4.120166218637993,210.55657246404567
2016-08-31,19.91078359943117,17.712875482920825,23.999864516129033,17.432093548387098,3.773870967741936,87.91853752838655,,,200.6450946554625,2.26738405890038,4.1462473297833045,188.80297685110835
2016-09-30,17.701870195714775,13.337016257433614,22.230353333333333,14.636506666666666,1.9673333333333334,77.28659837962964,,,179.50265289351853,1.9880363425925924,3.6220843749999996,198.17275933321753
2016-10-31,12.799101223795931,7.824436011521515,17.427726774193548,9.627300161290323,1.3161290322580643,74.13949127597313,,,193.15231155459685,3.195787343033311,5.587200752092889,147.1971484072793
2016-11-30,7.124758627860698,0.0397542755252345,11.963064,3.472497666666667,5.193333333333333,65.65340393518518,,,215.0056460648148,3.7127760416666664,5.989991319444446,116.00821061643516
2016-12-31,0.48219442585369754,-4.9170270620558085,4.806321719354838,-3.5014279,6.137419354838709,74.97191117831542,,,224.76738821684592,4.786931675627241,7.594076388888889,73.0512359904794
2017-01-31,1.947223533154569,-0.34264832239934884,5.455483303225806,-1.0464299677419355,6.3425806451612905,87.51799009575637,,,235.6288456174367,4.761997609603112,7.76422632628976,59.05266434115434
2017-02-28,2.024089490268005,-3.7405720298988667,7.140558199999999,-1.4521829499999999,1.4935714285714285,70.13682681580146,,,240.48089732183516,4.645871120787795,7.464150472449904,93.73350720937503
